"","r","lambda","lp__"
"469",-0.454389221511899,0.506025960419306,-3.31258110608253
"470",-0.868084681683468,0.629852236360181,-3.45633399302399
"471",0.954491216475628,1.68022147951455,-3.82209759045961
"472",0.599552360213373,0.661385790677063,-3.33371637764794
"473",1.20048737983721,0.288507204919853,-4.51952628186948
"474",0.791636095334977,0.386703867132685,-3.80081295577927
"475",0.281796547363709,1.3503829884332,-3.23616118187958
"476",1.08339986024801,1.13065240229915,-3.73098315195775
"477",0.215514347822614,1.17065358123739,-3.14754798060575
"478",-0.922310336558748,0.957418981104237,-3.39018105434213
"479",1.24502823767913,0.330587510165675,-4.41901631536032
"480",-1.42867713531674,0.853652404075221,-3.99942689667098
"481",-1.84415202088276,0.832592125705327,-4.68411571321763
"482",-1.92518306893042,0.346316840135713,-5.39821091085395
"483",-0.718362092389902,0.545896505096899,-3.41671813353751
"484",-2.15492934717181,1.00339266962375,-5.28478003416242
"485",-2.00904599366696,1.39941781691464,-5.03152612669536
"486",0.485473570402642,0.469965326975547,-3.4477943132323
